column_1,value,name,club,nation,position,age,link
720,"€15.00m","Saúl Ñíguez","Atlético de Madrid",Spain,"Central Midfield",28,N/A
721,"€15.00m","Hans Vanaken","Club Brugge KV",Belgium,"Attacking Midfield",30,https://fminside.net/players/3-fm-23/18051194-hans-vanaken
722,"€15.00m",Oscar,"Shanghai Port",Brazil,"Attacking Midfield",31,https://fminside.net/players/3-fm-23/19047778-oscar
723,"€15.00m","Jordan Henderson","Liverpool FC",England,"Central Midfield",32,https://fminside.net/players/3-fm-23/28005568-jordan-henderson
724,"€14.00m","Unai Vencedor","Athletic Bilbao",Spain,"Central Midfield",22,https://fminside.net/players/3-fm-23/67260207-unai-vencedor
725,"€14.00m","James Garner","Everton FC",England,"Defensive Midfield",21,https://fminside.net/players/3-fm-23/28115831-james-garner
726,"€14.00m","Matías Zaracho","Clube Atlético Mineiro",Argentina,"Attacking Midfield",24,https://fminside.net/players/3-fm-23/14187955-matias-zaracho
727,"€14.00m","Kenneth Taylor","Ajax Amsterdam",Netherlands,"Central Midfield",20,https://fminside.net/players/3-fm-23/37073317-kenneth-taylor
728,"€14.00m","Nico González","Valencia CF",Spain,"Central Midfield",21,https://fminside.net/players/3-fm-23/51067186-nico-gonzalez
729,"€14.00m","Joey Veerman","PSV Eindhoven",Netherlands,"Central Midfield",24,https://fminside.net/players/3-fm-23/37060896-joey-veerman
730,"€14.00m","Al Musrati","SC Braga",Libya,"Defensive Midfield",26,https://fminside.net/players/3-fm-23/83190945-ali-al-musrati
731,"€14.00m","André Almeida","Valencia CF",Portugal,"Central Midfield",22,https://fminside.net/players/3-fm-23/83152928-andre-almeida
732,"€14.00m","Amine Harit","Olympique Marseille",Morocco,"Attacking Midfield",25,https://fminside.net/players/3-fm-23/85137101-amine-harit
733,"€14.00m","Valentin Rongier","Olympique Marseille",France,"Central Midfield",28,https://fminside.net/players/3-fm-23/85085142-valentin-rongier
734,"€14.00m","Matteo Pessina","AC Monza",Italy,"Attacking Midfield",25,https://fminside.net/players/3-fm-23/43155796-matteo-pessina
735,"€14.00m","Sebastian Szymanski","Feyenoord Rotterdam",Poland,"Attacking Midfield",23,https://fminside.net/players/3-fm-23/96088503-sebastian-szymaski
736,"€14.00m","Mathias Jensen","Brentford FC",Denmark,"Central Midfield",27,https://fminside.net/players/3-fm-23/27088231-mathias-jensen
737,"€14.00m","Joan Jordán","Sevilla FC",Spain,"Central Midfield",28,https://fminside.net/players/3-fm-23/67187249-joan-jordan
738,"€14.00m",Talisca,"Al-Nassr FC",Brazil,"Attacking Midfield",28,https://fminside.net/players/3-fm-23/19189145-talisca
739,"€14.00m","André Gomes","LOSC Lille",Portugal,"Central Midfield",29,https://fminside.net/players/3-fm-23/55027994-andre-gomes
740,"€14.00m","Dele Alli","Besiktas JK",England,"Attacking Midfield",26,https://fminside.net/players/3-fm-23/29085579-dele-alli
741,"€14.00m","Corentin Tolisso","Olympique Lyon",France,"Central Midfield",28,https://fminside.net/players/3-fm-23/29114971-corentin-tolisso
742,"€14.00m","Jordan Veretout","Olympique Marseille",France,"Defensive Midfield",29,https://fminside.net/players/3-fm-23/85052016-jordan-veretout
743,"€14.00m","Christian Nörgaard","Brentford FC",Denmark,"Defensive Midfield",28,N/A
744,"€14.00m","Sergi Darder","RCD Espanyol Barcelona",Spain,"Central Midfield",29,https://fminside.net/players/3-fm-23/67118372-sergi-darder
745,"€14.00m","Jesse Lingard","Nottingham Forest",England,"Attacking Midfield",30,https://fminside.net/players/3-fm-23/28047560-jesse-lingard
746,"€14.00m","Steven Berghuis","Ajax Amsterdam",Netherlands,"Attacking Midfield",31,https://fminside.net/players/3-fm-23/37024265-steven-berghuis
747,"€14.00m","Emre Can","Borussia Dortmund",Germany,"Defensive Midfield",28,https://fminside.net/players/3-fm-23/92021718-emre-can
748,"€14.00m","Iker Muniain","Athletic Bilbao",Spain,"Attacking Midfield",30,https://fminside.net/players/3-fm-23/67037570-iker-muniain
749,"€13.00m","Raphael Onyedika","Club Brugge KV",Nigeria,"Defensive Midfield",21,https://fminside.net/players/3-fm-23/27162493-raphael-onyedika
750,"€13.00m",Silas,"VfB Stuttgart","DR Congo","Right Midfield",24,https://fminside.net/players/3-fm-23/49054676-silas-katompa-mvumpa
751,"€13.00m","Ivan Ilić","Hellas Verona",Serbia,"Central Midfield",21,https://fminside.net/players/3-fm-23/62201068-ivan-ilic
752,"€13.00m","Nicolás de la Cruz","CA River Plate",Uruguay,"Central Midfield",25,https://fminside.net/players/3-fm-23/78079444-nicolas-de-la-cruz
753,"€13.00m","Angel Gomes","LOSC Lille",England,"Attacking Midfield",22,https://fminside.net/players/3-fm-23/28109888-angel-gomes
754,"€13.00m","Ellyes Skhiri","1. FC Köln",Tunisia,"Defensive Midfield",27,https://fminside.net/players/3-fm-23/85126092-ellyes-skhiri
755,"€13.00m","Saša Lukić","Torino FC",Serbia,"Central Midfield",26,https://fminside.net/players/3-fm-23/62124117-saa-lukic
756,"€13.00m","Fredrik Aursnes","SL Benfica",Norway,"Defensive Midfield",27,https://fminside.net/players/3-fm-23/53086846-fredrik-aursnes
757,"€13.00m","Andreas Pereira","Fulham FC",Brazil,"Attacking Midfield",27,https://fminside.net/players/3-fm-23/28085588-andreas-pereira
758,"€13.00m","Remo Freuler","Nottingham Forest",Switzerland,"Central Midfield",30,https://fminside.net/players/3-fm-23/98006034-remo-freuler
759,"€13.00m","Mario Götze","Eintracht Frankfurt",Germany,"Attacking Midfield",30,https://fminside.net/players/3-fm-23/35017438-mario-gotze
760,"€12.00m","Enzo Le Fée","FC Lorient",France,"Attacking Midfield",22,https://fminside.net/players/3-fm-23/49040114-enzo-le-fee
761,"€12.00m","Lucas Gourna-Douath","Red Bull Salzburg",France,"Defensive Midfield",19,https://fminside.net/players/3-fm-23/49056367-lucas-gourna-douath
762,"€12.00m","Kang-in Lee","RCD Mallorca","Korea, South","Attacking Midfield",21,https://fminside.net/players/3-fm-23/67260506-kang-in-lee
763,"€12.00m","Jon Moncayola","CA Osasuna",Spain,"Central Midfield",24,https://fminside.net/players/3-fm-23/67267210-jon-moncayola
764,"€12.00m","Kristjan Asllani","Inter Milan",Albania,"Defensive Midfield",20,https://fminside.net/players/3-fm-23/43424567-kristjan-asllani
765,"€12.00m","Nicolò Rovella","AC Monza",Italy,"Defensive Midfield",21,https://fminside.net/players/3-fm-23/43372892-nicolo-rovella
766,"€12.00m","Nicolás Domínguez","Bologna FC 1909",Argentina,"Central Midfield",24,https://fminside.net/players/3-fm-23/14077011-nicolas-dominguez
767,"€12.00m","Samuele Ricci","Torino FC",Italy,"Defensive Midfield",21,https://fminside.net/players/3-fm-23/43390774-samuele-ricci
768,"€12.00m","José Cifuentes","Los Angeles FC",Ecuador,"Central Midfield",23,https://fminside.net/players/3-fm-23/86060139-jose-cifuentes
769,"€12.00m","Raphael Veiga","Sociedade Esportiva Palmeiras",Brazil,"Attacking Midfield",27,https://fminside.net/players/3-fm-23/19233491-raphael-veiga
770,"€12.00m","Billy Gilmour","Brighton & Hove Albion",Scotland,"Central Midfield",21,https://fminside.net/players/3-fm-23/61078265-billy-gilmour
771,"€12.00m","Jakub Moder","Brighton & Hove Albion",Poland,"Central Midfield",23,https://fminside.net/players/3-fm-23/96086697-jakub-moder
772,"€12.00m","Marc Roca","Leeds United",Spain,"Defensive Midfield",26,https://fminside.net/players/3-fm-23/67211094-marc-roca
773,"€12.00m","Gustavo Scarpa","Nottingham Forest",Brazil,"Attacking Midfield",28,https://fminside.net/players/3-fm-23/19139020-gustavo-scarpa
774,"€12.00m","Diadié Samassékou","Olympiacos Piraeus",Mali,"Defensive Midfield",26,https://fminside.net/players/3-fm-23/13162061-diadie-samassekou
775,"€12.00m","Tom Davies","Everton FC",England,"Central Midfield",24,https://fminside.net/players/3-fm-23/28100152-tom-davies
776,"€12.00m","Orel Mangala","Nottingham Forest",Belgium,"Central Midfield",24,https://fminside.net/players/3-fm-23/18087973-orel-mangala
777,"€12.00m","Antonin Barak","ACF Fiorentina","Czech Republic","Attacking Midfield",28,https://fminside.net/players/3-fm-23/25040431-antonin-barak
778,"€12.00m","Harry Winks","UC Sampdoria",England,"Defensive Midfield",26,https://fminside.net/players/3-fm-23/28088513-harry-winks
779,"€12.00m","Mateus Uribe","FC Porto",Colombia,"Defensive Midfield",31,https://fminside.net/players/3-fm-23/76023654-mateus-uribe
780,"€12.00m","Solly March","Brighton & Hove Albion",England,"Left Midfield",28,https://fminside.net/players/3-fm-23/29090530-solly-march
781,"€12.00m","Davy Klaassen","Ajax Amsterdam",Netherlands,"Attacking Midfield",29,https://fminside.net/players/3-fm-23/37018393-davy-klaassen
782,"€12.00m","João Mário","SL Benfica",Portugal,"Attacking Midfield",29,https://fminside.net/players/3-fm-23/55022391-joao-mario
783,"€12.00m","Hany Mukhtar","Nashville SC",Germany,"Attacking Midfield",27,https://fminside.net/players/3-fm-23/91108809-hany-mukhtar
784,"€12.00m","Danilo Pereira","Paris Saint-Germain",Portugal,"Defensive Midfield",31,https://fminside.net/players/3-fm-23/55013032-danilo-pereira
785,"€12.00m","Marten de Roon","Atalanta BC",Netherlands,"Defensive Midfield",31,https://fminside.net/players/3-fm-23/37001813-marten-de-roon
786,"€12.00m","Abdoulaye Doucouré","Everton FC",Mali,"Central Midfield",30,https://fminside.net/players/3-fm-23/85027988-abdoulaye-doucoure
787,"€12.00m","Téji Savanier","Montpellier HSC",France,"Attacking Midfield",31,https://fminside.net/players/3-fm-23/85059749-teji-savanier
788,"€12.00m","Kerem Demirbay","Bayer 04 Leverkusen",Germany,"Central Midfield",29,https://fminside.net/players/3-fm-23/91104583-kerem-demirbay
789,"€12.00m","Georginio Wijnaldum","AS Roma",Netherlands,"Central Midfield",32,https://fminside.net/players/3-fm-23/859612-georginio-wijnaldum
790,"€11.00m","Mady Camara","AS Roma",Guinea,"Central Midfield",25,https://fminside.net/players/3-fm-23/89058721-mady-camara
791,"€11.00m","Lucas Tousart","Hertha BSC",France,"Defensive Midfield",25,https://fminside.net/players/3-fm-23/48034210-lucas-tousart
792,"€11.00m","Anastasios Bakasetas",Trabzonspor,Greece,"Attacking Midfield",29,https://fminside.net/players/3-fm-23/18004457-kevin-de-bruyne
793,"€11.00m","Robert Andrich","Bayer 04 Leverkusen",Germany,"Central Midfield",28,https://fminside.net/players/3-fm-23/91108805-robert-andrich
794,"€10.00m","Arda Güler",Fenerbahce,Turkey,"Attacking Midfield",17,https://fminside.net/players/3-fm-23/2000077193-arda-guler
795,"€10.00m",André,"Fluminense Football Club",Brazil,"Defensive Midfield",21,https://fminside.net/players/3-fm-23/35017428-marc-andre-ter-stegen
796,"€10.00m","Alan Varela","CA Boca Juniors",Argentina,"Defensive Midfield",21,https://fminside.net/players/3-fm-23/14241914-alan-varela
797,"€10.00m","Andrey Santos","Club de Regatas Vasco da Gama",Brazil,"Central Midfield",18,https://fminside.net/players/3-fm-23/2000007415-andrey-santos
798,"€10.00m","David Costa","RC Lens",Portugal,"Attacking Midfield",21,https://fminside.net/players/3-fm-23/67191439-david-costas
799,"€10.00m","Gabri Veiga","Celta de Vigo",Spain,"Attacking Midfield",20,https://fminside.net/players/3-fm-23/67294886-gabri-veiga
800,"€10.00m","Salis Abdul Samed","RC Lens",Ghana,"Defensive Midfield",22,https://fminside.net/players/3-fm-23/49060803-salis-abdul-samed
801,"€10.00m","Johann Lepenant","Olympique Lyon",France,"Defensive Midfield",20,https://fminside.net/players/3-fm-23/49056191-johann-lepenant
802,"€10.00m","Romain Faivre","Olympique Lyon",France,"Right Midfield",24,https://fminside.net/players/3-fm-23/49040542-romain-faivre
803,"€10.00m","Fabian Rieder","BSC Young Boys",Switzerland,"Attacking Midfield",20,https://fminside.net/players/3-fm-23/84152512-fabian-rieder
804,"€10.00m","Aster Vranckx","AC Milan",Belgium,"Central Midfield",20,https://fminside.net/players/3-fm-23/18113140-aster-vranckx
805,"€10.00m","Yari Verschaeren","RSC Anderlecht",Belgium,"Attacking Midfield",21,https://fminside.net/players/3-fm-23/18105040-yari-verschaeren
806,"€10.00m","Miguel Crespo",Fenerbahce,Portugal,"Central Midfield",26,https://fminside.net/players/3-fm-23/84122771-miguel-crespo
807,"€10.00m","Pape Gueye","Olympique Marseille",Senegal,"Defensive Midfield",23,https://fminside.net/players/3-fm-23/48043484-pape-gueye
808,"€10.00m","Emanuel Reynoso","Minnesota United FC",Argentina,"Attacking Midfield",27,https://fminside.net/players/3-fm-23/14111499-emanuel-reynoso
809,"€10.00m","Luka Ivanusec","GNK Dinamo Zagreb",Croatia,"Attacking Midfield",24,https://fminside.net/players/3-fm-23/24051702-luka-ivanuec
810,"€10.00m","Ilias Chair","Queens Park Rangers",Morocco,"Attacking Midfield",25,https://fminside.net/players/3-fm-23/18089606-ilias-chair
811,"€10.00m","Jeff Reine-Adélaïde","Olympique Lyon",France,"Attacking Midfield",24,https://fminside.net/players/3-fm-23/28106680-jeff-reine-adelaide
812,"€10.00m","Gaetano Castrovilli","ACF Fiorentina",Italy,"Central Midfield",25,https://fminside.net/players/3-fm-23/43206176-gaetano-castrovilli
813,"€10.00m","Dejan Ljubicic","1. FC Köln",Austria,"Defensive Midfield",25,https://fminside.net/players/3-fm-23/16155354-dejan-ljubicic
814,"€10.00m","Óscar Rodríguez","Celta de Vigo",Spain,"Attacking Midfield",24,https://fminside.net/players/3-fm-23/87037403-oscar-rodriguez
815,"€10.00m","Carles Aleñá","Getafe CF",Spain,"Central Midfield",24,https://fminside.net/players/3-fm-23/67213011-carles-alena
816,"€10.00m","Daler Kuzyaev","Zenit St. Petersburg",Russia,"Central Midfield",29,https://fminside.net/players/3-fm-23/58090284-daler-kuzyaev
817,"€10.00m","Nemanja Maksimović","Getafe CF",Serbia,"Central Midfield",27,https://fminside.net/players/3-fm-23/62097340-nemanja-maksimovic
818,"€10.00m","Aleksey Miranchuk","Torino FC",Russia,"Attacking Midfield",27,N/A
819,"€10.00m","Niklas Dorsch","FC Augsburg",Germany,"Defensive Midfield",24,https://fminside.net/players/3-fm-23/91144312-niklas-dorsch
820,"€10.00m","Lewis Cook","AFC Bournemouth",England,"Central Midfield",25,https://fminside.net/players/3-fm-23/29127852-lewis-cook
821,"€10.00m","Matheus Pereira","Al-Hilal Saudi FC",Brazil,"Attacking Midfield",26,https://fminside.net/players/3-fm-23/55070289-matheus-pereira
822,"€10.00m","Florian Grillitsch","Ajax Amsterdam",Austria,"Defensive Midfield",27,https://fminside.net/players/3-fm-23/16096614-florian-grillitsch
823,"€10.00m","Alex Oxlade-Chamberlain","Liverpool FC",England,"Central Midfield",29,https://fminside.net/players/3-fm-23/28046572-alex-oxlade-chamberlain
824,"€10.00m","Manuel Lanzini","West Ham United",Argentina,"Attacking Midfield",29,https://fminside.net/players/3-fm-23/14025513-manuel-lanzini
825,"€10.00m","Ross Barkley","OGC Nice",England,"Central Midfield",29,https://fminside.net/players/3-fm-23/28058224-ross-barkley
826,"€10.00m","Dennis Praet","Leicester City",Belgium,"Central Midfield",28,https://fminside.net/players/3-fm-23/18045342-dennis-praet
827,"€10.00m","Benjamin André","LOSC Lille",France,"Defensive Midfield",32,https://fminside.net/players/3-fm-23/85028361-benjamin-andre
828,"€10.00m","Ivan Perisic","Tottenham Hotspur",Croatia,"Left Midfield",33,https://fminside.net/players/3-fm-23/34012563-ivan-periic
829,"€10.00m","Luka Modric","Real Madrid",Croatia,"Central Midfield",37,https://fminside.net/players/3-fm-23/653054-luka-modric
830,"€9.50m","Abdülkadir Ömür",Trabzonspor,Turkey,"Attacking Midfield",23,https://fminside.net/players/3-fm-23/70099762-abdulkadir-omur
831,"€9.00m","Facundo Buonanotte","Brighton & Hove Albion",Argentina,"Attacking Midfield",18,https://fminside.net/players/3-fm-23/2000051578-facundo-buonanotte
832,"€9.00m","Imrân Louza","Watford FC",Morocco,"Central Midfield",23,https://fminside.net/players/3-fm-23/48038017-imran-louza
833,"€9.00m","Joris Chotard","Montpellier HSC",France,"Defensive Midfield",21,https://fminside.net/players/3-fm-23/49048599-joris-chotard
834,"€9.00m","Eduard Spertsyan","FK Krasnodar",Armenia,"Attacking Midfield",22,https://fminside.net/players/3-fm-23/58147629-eduard-spertsyan
835,"€9.00m","Frank Onyeka","Brentford FC",Nigeria,"Central Midfield",25,https://fminside.net/players/3-fm-23/27129125-frank-onyeka
836,"€9.00m","Daniil Fomin","Dynamo Moscow",Russia,"Defensive Midfield",25,https://fminside.net/players/3-fm-23/58104504-daniil-fomin
837,"€9.00m","Yacine Adli","AC Milan",France,"Attacking Midfield",22,https://fminside.net/players/3-fm-23/48044568-yacine-adli
838,"€9.00m","Yangel Herrera","Girona FC",Venezuela,"Central Midfield",24,https://fminside.net/players/3-fm-23/86047272-yangel-herrera
839,"€9.00m","Kristijan Jakic","Eintracht Frankfurt",Croatia,"Defensive Midfield",25,https://fminside.net/players/3-fm-23/24051635-kristijan-jakic
840,"€9.00m","Mykola Shaparenko","Dynamo Kyiv",Ukraine,"Central Midfield",24,https://fminside.net/players/3-fm-23/71088179-mykola-shaparenko
841,"€9.00m","Bryan Heynen","KRC Genk",Belgium,"Central Midfield",25,https://fminside.net/players/3-fm-23/18083974-bryan-heynen
842,"€9.00m","Jorge Carrascal","CSKA Moscow",Colombia,"Attacking Midfield",24,https://fminside.net/players/3-fm-23/76040911-jorge-carrascal
843,"€9.00m","Josh Dasilva","Brentford FC",England,"Central Midfield",24,https://fminside.net/players/3-fm-23/28106685-josh-dasilva
844,"€9.00m",Evander,"Portland Timbers",Brazil,"Central Midfield",24,https://fminside.net/players/3-fm-23/19224729-evander
845,"€9.00m","Dani Ceballos","Real Madrid",Spain,"Central Midfield",26,https://fminside.net/players/3-fm-23/67202350-dani-ceballos
846,"€9.00m","Fernando Gorriarán","Tigres UANL",Uruguay,"Central Midfield",28,https://fminside.net/players/3-fm-23/78064824-fernando-gorriaran
847,"€9.00m","Rolando Mandragora","ACF Fiorentina",Italy,"Defensive Midfield",25,https://fminside.net/players/3-fm-23/43159580-rolando-mandragora
848,"€9.00m","Josh Brownhill","Burnley FC",England,"Central Midfield",27,https://fminside.net/players/3-fm-23/29110715-josh-brownhill
849,"€9.00m",Xeka,"Stade Rennais FC",Portugal,"Central Midfield",28,https://fminside.net/players/3-fm-23/55068415-xeka
850,"€9.00m","Pity Martínez","Al-Nassr FC",Argentina,"Attacking Midfield",29,N/A
851,"€9.00m","Renato Tapia","Celta de Vigo",Peru,"Defensive Midfield",27,https://fminside.net/players/3-fm-23/77029444-renato-tapia
852,"€9.00m","Robert Skov","TSG 1899 Hoffenheim",Denmark,"Right Midfield",26,https://fminside.net/players/3-fm-23/27094768-robert-skov
853,"€9.00m","Dmitri Barinov","Lokomotiv Moscow",Russia,"Defensive Midfield",26,N/A
854,"€9.00m","Rade Krunic","AC Milan",Bosnia-Herzegovina,"Central Midfield",29,https://fminside.net/players/3-fm-23/62025884-rade-krunic
855,"€9.00m","Dennis Geiger","TSG 1899 Hoffenheim",Germany,"Central Midfield",24,https://fminside.net/players/3-fm-23/91143563-dennis-geiger
856,"€9.00m","Angelo Fulgini","1.FSV Mainz 05",France,"Attacking Midfield",26,https://fminside.net/players/3-fm-23/85133890-angelo-fulgini
857,"€9.00m","Marko Grujić","FC Porto",Serbia,"Defensive Midfield",26,https://fminside.net/players/3-fm-23/62085429-marko-grujic
858,"€9.00m","Óliver Torres","Sevilla FC",Spain,"Central Midfield",28,N/A
859,"€9.00m","Flavien Tait","Stade Rennais FC",France,"Central Midfield",29,https://fminside.net/players/3-fm-23/85121618-flavien-tait
860,"€9.00m","Ryan Christie","AFC Bournemouth",Scotland,"Attacking Midfield",27,https://fminside.net/players/3-fm-23/61042900-ryan-christie
861,"€9.00m","Jean-Philippe Gbamin",Trabzonspor,"Cote d'Ivoire","Defensive Midfield",27,https://fminside.net/players/3-fm-23/29114927-jean-philippe-gbamin
862,"€9.00m","Mohamed Elneny","Arsenal FC",Egypt,"Defensive Midfield",30,https://fminside.net/players/3-fm-23/12065054-mohamed-elneny
863,"€9.00m","James Rodríguez","Olympiacos Piraeus",Colombia,"Attacking Midfield",31,https://fminside.net/players/3-fm-23/76002390-james-rodriguez
864,"€9.00m",Isco,"Without ClubWithout Club",Spain,"Attacking Midfield",30,https://fminside.net/players/3-fm-23/67103537-isco
865,"€9.00m","Marco Reus","Borussia Dortmund",Germany,"Attacking Midfield",33,https://fminside.net/players/3-fm-23/91013383-marco-reus
866,"€8.50m","Carlos Alcaraz","Racing Club",Argentina,"Central Midfield",20,https://fminside.net/players/3-fm-23/14238164-carlos-alcaraz
867,"€8.50m","Máximo Perrone","CA Vélez Sarsfield",Argentina,"Defensive Midfield",19,https://fminside.net/players/3-fm-23/14227360-maximo-perrone
868,"€8.50m","Kristian Thorstvedt","US Sassuolo",Norway,"Attacking Midfield",23,https://fminside.net/players/3-fm-23/53126110-kristian-thorstvedt
869,"€8.50m","Matheus Henrique","US Sassuolo",Brazil,"Central Midfield",25,https://fminside.net/players/3-fm-23/19263862-matheus-henrique
870,"€8.50m","Quinten Timber","Feyenoord Rotterdam",Netherlands,"Central Midfield",21,https://fminside.net/players/3-fm-23/37060952-quinten-timber
871,"€8.50m","Jerdy Schouten","Bologna FC 1909",Netherlands,"Defensive Midfield",25,https://fminside.net/players/3-fm-23/37057744-jerdy-schouten
872,"€8.00m","Facundo Farías","CA Colon",Argentina,"Attacking Midfield",20,https://fminside.net/players/3-fm-23/14240979-facundo-farias
873,"€8.00m","Nicolás Capaldo","Red Bull Salzburg",Argentina,"Central Midfield",24,https://fminside.net/players/3-fm-23/14183076-nicolas-capaldo
874,"€8.00m","Lewis O'Brien","Nottingham Forest",England,"Central Midfield",24,https://fminside.net/players/3-fm-23/18004457-kevin-de-bruyne
875,"€8.00m","Kacper Kozlowski","Vitesse Arnhem",Poland,"Central Midfield",19,N/A
876,"€8.00m","Carlos Rodríguez","CD Cruz Azul",Mexico,"Central Midfield",26,https://fminside.net/players/3-fm-23/51055617-carlos-rodriguez
877,"€8.00m","Stephen Eustaquio","FC Porto",Canada,"Central Midfield",26,https://fminside.net/players/3-fm-23/55079798-stephen-eustaquio
878,"€8.00m","Flynn Downes","West Ham United",England,"Central Midfield",23,https://fminside.net/players/3-fm-23/29156436-flynn-downes
879,"€8.00m","Kastriot Imeri","BSC Young Boys",Switzerland,"Central Midfield",22,https://fminside.net/players/3-fm-23/98041795-kastriot-imeri
880,"€8.00m","Marcos Antônio","SS Lazio",Brazil,"Central Midfield",22,https://fminside.net/players/3-fm-23/19337942-marcos-antonio
881,"€8.00m","Morten Hjulmand","US Lecce",Denmark,"Defensive Midfield",23,https://fminside.net/players/3-fm-23/27132703-morten-hjulmand
882,"€8.00m","Jean-Ricner Bellegarde","RC Strasbourg Alsace",France,"Central Midfield",24,https://fminside.net/players/3-fm-23/48036558-jean-ricner-bellegarde
883,"€8.00m","Nicolò Fagioli","Juventus FC",Italy,"Central Midfield",21,https://fminside.net/players/3-fm-23/43372948-nicolo-fagioli
884,"€8.00m","Ryan Yates","Nottingham Forest",England,"Central Midfield",25,https://fminside.net/players/3-fm-23/29136230-ryan-yates
885,"€8.00m","Ibrahima Diallo","Southampton FC",France,"Defensive Midfield",23,https://fminside.net/players/3-fm-23/48036506-ibrahima-diallo
886,"€8.00m","Nedim Bajrami","FC Empoli",Albania,"Attacking Midfield",23,https://fminside.net/players/3-fm-23/98038311-nedim-bajrami
887,"€8.00m","Mike Trésor","KRC Genk",Belgium,"Attacking Midfield",23,https://fminside.net/players/3-fm-23/18101818-mike-tresor
888,"€8.00m","Leonardo Fernández","Deportivo Toluca",Uruguay,"Attacking Midfield",24,https://fminside.net/players/3-fm-23/78074598-leonardo-fernandez
889,"€8.00m","Ibrahima Sissoko","RC Strasbourg Alsace",France,"Defensive Midfield",25,https://fminside.net/players/3-fm-23/48037152-ibrahima-sissoko
890,"€8.00m","Érick Sánchez","CF Pachuca",Mexico,"Central Midfield",23,https://fminside.net/players/3-fm-23/51063650-erick-sanchez
891,"€8.00m","Leandro Barreiro","1.FSV Mainz 05",Luxembourg,"Central Midfield",23,https://fminside.net/players/3-fm-23/91187556-leandro-barreiro
892,"€8.00m","Todd Cantwell","Norwich City",England,"Left Midfield",24,https://fminside.net/players/3-fm-23/29139576-todd-cantwell
893,"€8.00m","Luis Chávez","CF Pachuca",Mexico,"Defensive Midfield",26,https://fminside.net/players/3-fm-23/51049414-luis-chavez
894,"€8.00m","Razvan Marin","FC Empoli",Romania,"Central Midfield",26,https://fminside.net/players/3-fm-23/57113505-rzvan-marin
895,"€8.00m","Ainsley Maitland-Niles","Southampton FC",England,"Right Midfield",25,https://fminside.net/players/3-fm-23/28095584-ainsley-maitland-niles
896,"€8.00m","Daniel-Kofi Kyereh","SC Freiburg",Ghana,"Attacking Midfield",26,https://fminside.net/players/3-fm-23/91179959-daniel-kofi-kyereh
897,"€8.00m","Suat Serdar","Hertha BSC",Germany,"Central Midfield",25,https://fminside.net/players/3-fm-23/91137136-suat-serdar
898,"€8.00m","Mirko Ivanic","Red Star Belgrade",Montenegro,"Attacking Midfield",29,https://fminside.net/players/3-fm-23/62060583-mirko-ivanic
899,"€8.00m","Stefano Sensi","AC Monza",Italy,"Central Midfield",27,https://fminside.net/players/3-fm-23/43109319-stefano-sensi
900,"€8.00m","Maximilian Eggestein","SC Freiburg",Germany,"Central Midfield",26,https://fminside.net/players/3-fm-23/91126294-maximilian-eggestein
901,"€8.00m","Vitaliy Buyalskyi","Dynamo Kyiv",Ukraine,"Attacking Midfield",29,N/A
902,"€8.00m","Adrien Tamèze","Hellas Verona",Cameroon,"Defensive Midfield",28,https://fminside.net/players/3-fm-23/85065498-adrien-tameze
903,"€8.00m","Jeffrey Schlupp","Crystal Palace",Ghana,"Left Midfield",30,https://fminside.net/players/3-fm-23/29045055-jeffrey-schlupp
904,"€8.00m","Casper Nielsen","Club Brugge KV",Denmark,"Central Midfield",28,https://fminside.net/players/3-fm-23/27043900-casper-nielsen
905,"€8.00m","Thiago Mendes","Olympique Lyon",Brazil,"Defensive Midfield",30,https://fminside.net/players/3-fm-23/19175014-thiago-mendes
906,"€8.00m","Idrissa Gueye","Everton FC",Senegal,"Central Midfield",33,https://fminside.net/players/3-fm-23/85032335-idrissa-gueye
907,"€8.00m",Allan,"Al-Wahda FC Abu Dhabi",Brazil,"Defensive Midfield",31,https://fminside.net/players/3-fm-23/85132406-allan-saint-maximin
908,"€8.00m","Rani Khedira","1.FC Union Berlin",Germany,"Defensive Midfield",28,https://fminside.net/players/3-fm-23/92017509-rani-khedira
909,"€8.00m","Callum McGregor","Celtic FC",Scotland,"Central Midfield",29,https://fminside.net/players/3-fm-23/61036844-callum-mcgregor
910,"€8.00m","Pascal Groß","Brighton & Hove Albion",Germany,"Central Midfield",31,https://fminside.net/players/3-fm-23/92017376-pascal-gro
911,"€8.00m","Miralem Pjanic","Sharjah FC",Bosnia-Herzegovina,"Central Midfield",32,https://fminside.net/players/3-fm-23/8438112-miralem-pjanic
912,"€7.50m","Danil Glebov","FK Rostov",Russia,"Defensive Midfield",23,https://fminside.net/players/3-fm-23/58137500-danil-glebov
913,"€7.50m","Junior Dina Ebimbe","Eintracht Frankfurt",France,"Right Midfield",22,https://fminside.net/players/3-fm-23/49039272-eric-junior-dina-ebimbe
914,"€7.50m","Guus Til","PSV Eindhoven",Netherlands,"Attacking Midfield",25,https://fminside.net/players/3-fm-23/37057616-guus-til
915,"€7.50m","Giulio Maggiore","US Salernitana 1919",Italy,"Central Midfield",24,https://fminside.net/players/3-fm-23/43207148-giulio-maggiore
916,"€7.50m","Jean-Victor Makengo","Udinese Calcio",France,"Central Midfield",24,https://fminside.net/players/3-fm-23/85144993-jean-victor-makengo
